Project Id;Project Description
38;"Los participantes envian las observaciones de biodiversidad agraria, recogidas siguiendo unos protocolos definidos a nuestra base de datos mediante una APP. Los protocolos de observación se centran en organismos con un alto valor bioindicador, esto es, polinizadores, fauna del suelo y flora, considerando también el contexto del paisaje. La metodología pretende ser capaz de evaluar el impacto de las prácticas agrarias en la biodiversidad y visibilizar los logros que los esfuerzos en materia de biodiversidad y sostenibilidad de los agricultores y ganaderos.
Para ello, se ha calibrado una metodología fácil, flexible pero rigurosa para guiar el trabajo de los ciudadanos,  en colaboración con el Museo Nacional de Ciencias Naturales (MNCN). Toda la información será revisada por validadores, para garantizar la coherencia y calidad de los datos aportados según el contexto temporal, geográfico y la verosimilitud de las observaciones. Los resultados se analizan y publican de manera anual.
"
39;"Realizamos actividades desde el mes de julio hasta el 24 de septiembre, coincidiendo con la Noche Europea de los Investigadores. MEDNIGHT forma parte de esta iniciativa de la UE. Para alcanzar nuestros objetivos, realizamos experimentos científicos en las playas (Mind the Lab), para que un público generalista pueda acercarse a la ciencia. Tenemos dos veleros, con bandera de MEDNIGHT, que recorren el mediterráneo. Uno de ellos, el Toftevaag, es un barco científico, hace intervenciones en localización satelital de tortugas, recogida de redes de pesca ilegales, etc. El barco abre sus puertas al público general para que puedan conocer su trabajo. El día 24 de Septiembre, todos los miembros del consorcio realizarán actividades para todos los públicos relacionadas con ciencia mediterránea en distintas ciudades del levante español, además de en Grecia, Chipre y Messina (Italia)
"
40;"Desarrollamos trabajos de investigación social en colaboracióin con comunidades, centros educativos, formación inicial y continua de profesorado. Difundimos el patrimonio social relacionado con la participación ciudadana, los movimientos sociales y el territorio.
"
41;"POSIMED se basa en el seguimiento de una serie de estaciones de muestreo en distintos puntos del litoral donde existen praderas de Posidonia oceanica, para la toma de datos de parámetros indicadores del estado de conservación de la pradera. Se cuenta con la colaboración de buceadores voluntarios, los cuales previamente realizan un curso de formación, que toman datos del estado de las praderas de Posidonia oceanica.
"
42;"El objetivo principal es mantener una red de colaboradores responsables de monitorizar la dinámica de plantas, y sus amenazas, en una variada gama de ambientes: desde los semidesiertos de Monegros a las cumbres alpinas pirenaicas. Los colaboradores, tras una formación específica en campo, se comprometen a participar durante 10 años para tomar el pulso de la biodiversidad bajo la supervisión y coordinación de científicos, lo que nos permite valorar su vulnerabilidad frente al cambio climático y el cambio de usos del suelo. La relación con ellos se mantiene activa gracias a la organización de cursos, charlas y excursiones.
"
43;"Desarrollado internamente en AEMET (Agencia Estatal de Meteorología) y puesto en operación en 2012
"
44;"Los colabortadores seleccionan un recorrido y la forma de realizarlo (caminando, en bicicleta o en vehículo). El requisito imprescindible es realizarlo de forma periódica (al menos una vez al mes y durante un año), anotando las observaciones de animales atropellados y subiendo la información con el teléfono móvil mediante la plataforma OBSERVATION (https://secem.observation.org). Esta plataforma permite el acceso libre y permanente a la información generada, y los datos recopilados se incluirán en otros repositorios globales (p.ej., GBIF).
"
45;"En primer lugar, se ha desarrollado una aplicación móvil capaz de registrar bajo un sistema de geolocalización los desplazamientos de los habitantes de los pueblos de la Mancomunidad del Penyagolosa.
Posteriormente, se hará una campaña de difusión para que la gente se descargue y utilice la App Mobionrural y registre todos sus desplazamientos dentro de los días convenidos para la recogida de datos.
A continuación se transformarán y analizarán los datos obtenidos de la aplicación móvil. 
Finalmente se diseñaran alternativas que mejoren las opciones de movilidad en el entorno rural a partir de los resultados obtenidos para de esta manera mejorar el sistema actual.
"
46;"Indicadores Locales de Impactos del Cambio Climático (LICCI). La contribución del conocimiento local a la investigación sobre el cambio climático: es un proyecto que tiene como objetivo aportar conocimientos del conocimiento indígena y local a la investigación climática. Para ello, LICCI ha creado la plataforma de ciencia ciudadana OpenTEK.
"
47;"Desarrollar diferentes proyectos que ayuden a informar, sensibilizar la problematica que generan las especies invasoras en la conservación de la biodiversidad, Y diseñar herramientas para tener un mejor registro y un seguimiento de las especies exoticas para pdoer llegar a comprender la magnitud del problema.
"
48;"Este proyecto nace en el I.E.S Jun Carlos I, un centro de Secundaria de Murcia y se genera a partir de un contexto:
Por un lado cada día crecen de nuevo ideas de exclusión, que, frente a los procesos migratorios, imponen, en muchos casos, la idea de raza frente al extranjero. Por otro, el análisis de ancestros se ha puesto de moda y numerosas empresas ofrecen estos servicios, que además de tener un precio elevado, permite a dichas empresas almacenar nuestros datos genéticos. Además más que nunca, se pone de manifiesto la importancia de la Biotecnología como una de las ramas de la ciencia fundamentales para nuestra sociedad. Como consecuencia de la pandemia que vivimos, nos hemos acostumbrado a utilizar en el día a día los conceptos de pruebas rápidas (basados en anticuerpos) y PCR (basados en amplificar ADN)
En nuestro proyecto hemos empleado la biotecnología, utilizando herramientas tan actuales como la PCR, para demostrar que todos somos, al fin y al cabo, fruto de una migración y además hemos empleado técnicas DIYBio.
Para ello, hemos secuenciado el ADNmt de nuestros alumnos  y encontrado sus orígenes remotos. Cada alumno/a  extrajo y analizó su ADNmt para obtener su haplogrupo. Una vez que cada alumno/a obtuvo su haplogrupo, se elaboró de manera conjunta, un mapa, que muestra la distribución de haplogrupos obtenida y como pudo ser la ruta que les llevó a cado uno de ellos (o a sus ancestros) a nuestro instituto.
"
49;"Observatorio, para generar y facilitar información sensible y útil, con el fin de identificar, comparar y entender mejor que homologa a las Ciudades que Cuidan, poniendo énfasis en la soledad no deseada en el final de la vida y la muerte en soledad.
Espacio de reflexión e intercambio de conocimiento para disponer de un área de contraste y reflexión ordenada de los principales ámbitos de actuación y elementos, que permita profundizar y aportar nuevo conocimiento sobre las Ciudades que Cuidan.
Protocolo de actuación, de las mejores prácticas, que ha de permitir a la Fundación Mémora ofrecer a las administraciones una guía básica para desarrollar su proyecto de Ciudades que Cuidan.
Proyecto de soporte tecnológico para la monitorización de las personas en alto riesgo de muerte en soledad con el fin de poder detectarla y prevenirla.
"
50;"En el Aula Taller Museo de las Matemáticas Pi-ensa se realizan exposiciones, talleres y conferencias para todo tipo de públicos.
Abre los días de diario para los centros educativos y un sábado al mes para el público en general.
Cada curso se cambia la exposición de cartelería (se dedica a diferentes aplicaciones de las Matemáticas). Además se cuenta con una exposición fija de juegos de lógica e ingenio.
Se trata de un lugar donde se viene a jugar poniendo a prueba tus habilidades.
https://innovacioneducativa.upm.es/museomatematicas/
"
